details_id,job_ids,company_Name,designations,industry,employees_count,linkedin_followers,involvement,level,total_applicants,City,State
875,3627622638,Publicis Groupe,Copywriter,Marketing,50,8708,Internship,Internship,0,Gurugram, Haryana
876,3975567285,M&C Saatchi Performance,Junior Manager- Strategy and Insights,Marketing,200,12230,Full-time,Associate,179,Bengaluru, Karnataka
877,3973533303,plan-a,Account Manager,Marketing,50,11685,Full-time,Full-time,23,Pune, Maharashtra
878,3964465508,LUNAER,Business Development Executive,Marketing,10,12101,Hybrid,Full-time,168,Gurugram, Haryana
879,3976101063,ConnectingDots Infotech,Digital Marketing Internship in Pune,Marketing,200,568,Full-time,Associate,170,Pune, Maharashtra
880,3813433867,CloudNow Technologies,Business Development Executive,Marketing,500,18006,On-site,Full-time,0,Chennai, Tamil Nadu
881,3942148256,UrbanGabru,Influencer Marketing Associate,Marketing,500,8892,Full-time,Full-time,152,Pune, Maharashtra
882,3973331019,MVK STAFFING SERVICES PRIVATE LIMITED,Data Analyst,Marketing,5000,316047,Full-time,Entry level,174,Bengaluru, Karnataka
883,3959656272,RAMINFO LTD,Marketing Associate,Marketing,5000,131663,Full-time,Mid-Senior level,186,Hyderabad, Telangana
884,3969026697,EVitamin Business Consulting Pvt. Ltd,Business Development Associate,Marketing,500,18006,On-site,Full-time,0,Indore, Madhya Pradesh
885,3966528479,Drunken Monkey,Jr. Business Development Executive,Marketing,200,104589,Full-time,Associate,167,Bengaluru, Karnataka
886,3973322988,Schbang,Influencer Strategist,Marketing,50,6621,Internship,Entry level,2,Mumbai, Maharashtra
887,3971115205,Searce Inc,Business Development Representative,Marketing,500,18006,On-site,Full-time,0,Pune, Maharashtra
888,3974776949,EVitamin Business Consulting Pvt. Ltd,Business Development Associate,Marketing,500,18006,On-site,Full-time,0,Indore, Madhya Pradesh
889,3973328078,Ditto Insurance,Marketing Executive,Marketing,50,1484,Full-time,Full-time,28,Bengaluru, Karnataka
890,3973323918,PROHED,Content Writing : Intern,Marketing,5000,316046,Full-time,Internship,115,Gurugram, Haryana
891,3971195564,EVitamin Business Consulting Pvt. Ltd,Business Development Associate,Marketing,500,65806,Full-time,Entry level,199,Indore, Madhya Pradesh
892,3967616808,EVitamin Business Consulting Pvt. Ltd,Business Development associate,Marketing,50,129,Full-time,Full-time,53,Indore, Madhya Pradesh
893,3957615248,Schbang,Copywriting Intern,Marketing,50,12023,Full-time,Full-time,132,Mumbai, Maharashtra
894,3936252785,Panamax Infotech,Business Development Executive,Marketing,50,13897,Full-time,Full-time,169,Ahmedabad, Gujarat
895,3834964754,TheSalesPlus,Digital Marketing Executive - Surat,Marketing,200,432,Full-time,Mid-Senior level,170,Surat, Gujarat
896,3829693607,Aditya Birla Group,"Creative Director, Peter England",Marketing,200,5856,Internship,Internship,0,Bangalore Rural, Karnataka
897,3961061782,Evonence,Google Cloud - Business Development Executive,Marketing,50,9564,Internship,Internship,0,Pune, Maharashtra
898,3952350668,A2Z Online Services Private Limited (Panchshil Group).,Executive Assistant,Marketing,5000,56269,Full-time,Full-time,7,Pune, Maharashtra
899,3975890947,Virtusa,Data Analyst - KPO,Marketing,5000,633971,Full-time,Mid-Senior level,169,Tamil Nadu,Andhra Pradesh
900,3955238590,Global Trade Observer,Research And Analytics Internship in Hyderabad,Marketing,200,3460,Full-time,Entry level,0,Hyderabad, Telangana
901,3959322819,Pattern®,Digital Advertising Strategist,Marketing,500,101404,Full-time,Entry level,199,Pune, Maharashtra
902,3955235876,Sujata Computers Pvt Ltd,Internship Digital Marketing ( 3-6 months),Marketing,10000,200455,Full-time,Associate,138,Pune, Maharashtra
903,3959363882,Nykaa,Manager- Retail Brand Management,Marketing,500,25005,On-site,Full-time,0,Mumbai, Maharashtra
904,3978436880,BrainMine Web solutions Pvt Ltd,SEO Analyst,Marketing,10,190,Full-time,Full-time,42,Pune, Maharashtra
905,3968064968,M&C Saatchi Performance,SEM Executive,Marketing,50,4741,Full-time,Full-time,20,Bengaluru, Karnataka
906,3977265481,DMart - Avenue Supermarts Ltd,Content Writer (Work from Office),Marketing,1,233,Full-time,Entry level,195,Thane, Maharashtra
907,3976796485,Mazenet Solution,Technical customer support,Marketing,200,11021,Full-time,Full-time,165,Hyderabad, Telangana
908,3972825941,The Motion Story,Mid Level Business Development Executive,Marketing,10,212,Full-time,Full-time,162,Mumbai, Maharashtra
909,3971691102,belif India,Marketing Management Trainee,Marketing,10,1233,Full-time,Full-time,92,Worli, Maharashtra
910,3971138596,Growthmodo,Junior Media Buyer - Meta Ads,Marketing,10001,2364733,Full-time,Entry level,66,Gurugram, Haryana
911,3968272290,Mastercard,"Managing Consultant, Marketing Services",Marketing,10001,2364734,Full-time,Entry level,76,Hyderabad, Telangana
912,3967521142,Auvi Digital,Business Development Executive,Marketing,50,32433,Full-time,Full-time,122,Bengaluru, Karnataka
913,3967515987,DigiNumeric,Digital Marketing Specialist/ Intern,Marketing,1000,47582,Full-time,Mid-Senior level,101,Ahmedabad, Gujarat
914,3965580488,Accenture in India,Brand & Comm Strategy New Associate,Marketing,1000,65085,Full-time,Associate,163,Gurgaon, Haryana
915,3965152301,Accenture in India,Brand & Comm Strategy New Associate,Marketing,50,42097,Full-time,Full-time,116,Gurgaon, Haryana
916,3959714797,Frido,Demand Planner,Marketing,50,2561,Full-time,Full-time,80,Pune, Maharashtra
917,3951419474,"Futurism Technologies, INC.",Digital Marketing Specialist,Marketing,50,5864,Full-time,Full-time,108,Pune, Maharashtra
918,3950855023,Amway India Enterprises Private Limited,Marketing Executive,Marketing,5000,15185,Full-time,Mid-Senior level,4,Mumbai, Maharashtra
919,3906627023,Pixelo Digital,Business Development Associate (B2B Sales),Marketing,10000,1014035,Full-time,Associate,157,Navi Mumbai, Maharashtra
920,3966079272,Marastu®,LinkedIn Marketing Intern,Marketing,500,25005,On-site,Full-time,0,Ahmedabad, Gujarat
921,3968067146,Ansira,Consultant,Marketing,10,1806,Hybrid,Full-time,0,Pune, Maharashtra
922,3972859146,PhonePe,Manager - Ad Sales,Marketing,50,1340,Full-time,Full-time,164,Gurugram, Haryana
923,3656595970,Mazenet Solution,Process Executive,Marketing,10001,321233,Full-time,Entry level,34,Gurgaon, Haryana
924,3973070642,Expedify,Ecommerce Executive - Performance Marketing,Marketing,10001,429949,Full-time,Full-time,129,Gurgaon, Haryana
925,3947651587,Indeed Inspiring Infotech,Digital Marketer,Marketing,5000,71563,Contract,Full-time,9,Pune, Maharashtra
926,3962063621,TransUnion,Consultant - Data Analyst,Marketing,5000,29998,Full-time,Entry level,82,Mumbai, Maharashtra
927,3911823931,RITES Ltd.,Technical Consultant,Marketing,50,3340,Full-time,Full-time,23,Guwahati, Assam
928,3958937073,EXL,Executives,Marketing,50,3745,Full-time,Full-time,167,Pune, Maharashtra
929,3977309551,Definitive Healthcare,Marketing Analyst,Marketing,1000,91024,Full-time,Associate,106,Bengaluru, Karnataka
930,3964315666,AVASOFT,Business Development Executive,Marketing,5000,5403,On-site,Full-time,0,Chennai, Tamil Nadu
931,3967650224,Bestla Group,Marketing and Business Developement Executive,Marketing,1000,134131,Full-time,Mid-Senior level,116,Pune, Maharashtra
932,3968066520,YELLAWE,Associate - Brand Experiences,Marketing,500,64698,Full-time,Full-time,46,Mumbai, Maharashtra
933,3955985942,Design Cafe,Paid Media Associate - Bangalore,Marketing,50,8240,Full-time,Full-time,126,Bengaluru, Karnataka
934,3974989488,VaynerX,Account Manager,Marketing,1,237,Internship,Full-time,132,Gurugram, Haryana
935,3974772249,Boston Institute of Analytics,Business Development Executive - Bangalore,Marketing,10001,963829,Full-time,Entry level,23,Bengaluru, Karnataka
936,3960220607,Accenture in India,Measurement & Report Analyst,Marketing,500,101408,Full-time,Internship,136,Hyderabad, Telangana
937,3627625207,M&C Saatchi Performance,Copywriter Intern,Marketing,10,177,Full-time,Entry level,0,Bengaluru, Karnataka
938,3959745197,KidNurture,Digital Marketing Specialist,Marketing,500,45912,Internship,Full-time,116,Pune, Maharashtra
939,3965148232,Barcode Entertainment : Strategic Brand Solutions,Influencer marketing Trainee,Marketing,500,16182,Full-time,Entry level,185,Mumbai, Maharashtra
940,3949519218,TBWA\India,Account Executive,Marketing,200,18981,Full-time,Full-time,122,Bengaluru, Karnataka
941,3852468460,Apna Mart,Catalog Associate,Marketing,200,2806,Full-time,Full-time,0,Bengaluru, Karnataka
942,3955629147,Teknorix,Business Development Executive,Marketing,200,23192,Full-time,Mid-Senior level,127,Verna,Gujrat
943,3968067921,Wipro,Collibra Consultant,Marketing,500,18009,On-site,Full-time,0,Pune, Maharashtra
944,3962487951,EVitamin Business Consulting Pvt. Ltd,Business Development Associate,Marketing,5000,56272,Full-time,Entry level,63,Ujjain, Madhya Pradesh
945,3977237255,Pattern®,CRM Assistant,Marketing,10,1900,Full-time,Full-time,19,Pune, Maharashtra
946,3973910173,The Ideagator,Brand Strategist,Marketing,200,7226,Full-time,Full-time,66,Thane, Maharashtra
947,3973465317,galleri5,Content Associate,Marketing,50,6678,Full-time,Full-time,155,Bengaluru, Karnataka
948,3954397987,Narvee Technologies Pvt Ltd,Business Development Associate,Marketing,5000,90779,Full-time,Associate,193,Hyderabad, Telangana
949,3953226228,Netscribes,Business Development Associate,Marketing,1000,60352,Full-time,Associate,108,Mumbai, Maharashtra
950,3937278611,Interactive Avenues,Junior Copywriter- Sports,Marketing,5000,313530,Full-time,Associate,183,Mumbai, Maharashtra
951,3978511732,Black Box,Marketing Specialist,Marketing,10001,2364941,Full-time,Entry level,2,Navi Mumbai, Maharashtra
952,3973949463,Leadrat CRM,Business Development Executive,Marketing,50,4138,Full-time,Full-time,90,Bengaluru, Karnataka
953,3973946431,Byte Digital Consulting Pty Ltd.,Digital Marketing Intern,Marketing,10,4624,Full-time,Full-time,145,Noida, Uttar Pradesh
954,3973932447,Ecohodo,Digital Marketing Executive,Marketing,200,3456,Full-time,Full-time,12,New Delhi, Delhi
955,3972328350,CloudFirst Technology®,Business Development Executive,Marketing,200,19207,Full-time,Entry level,131,Mumbai, Maharashtra
956,3975204875,iThink Logistics,Marketing Executive (Social Media),Marketing,50,23513,Full-time,Associate,88,Goregaon, Maharashtra
957,3968033336,grapes,Junior Copywriter,Marketing,50,9162,On-site,Full-time,0,Mumbai, Maharashtra
958,3965799468,Wipro,Sr. Analyst,Marketing,50,4946,Full-time,Entry level,167,Gurugram, Haryana
959,3968038197,iBCScorp,Digital Marketing Executive,Marketing,200,14233,Full-time,Executive,0,Bengaluru, Karnataka
960,3927596873,TopGuru,Business Development Executive,Marketing,10001,4073921,Full-time,Full-time,155,Mumbai, Maharashtra
961,3967436995,Pattern®,eCommerce Assistant,Marketing,50,2693,Full-time,Full-time,34,Pune, Maharashtra
962,3924276465,Saras India Systems Private Limited,Internet Marketing Executive,Marketing,10001,33560005,Full-time,Full-time,43,Kondapur, Telangana
963,3968031934,DataMites™,Business Development Executive,Marketing,50,3766,Full-time,Executive,0,Bengaluru, Karnataka
964,3976889823,Flipkart,Executive - Campaign and Operations (Contract Role),Marketing,10001,31540165,Full-time,Full-time,91,Bengaluru, Karnataka
965,3975349899,HTH GLOBAL NETWORK,Business Development Associate,Marketing,200,104595,Full-time,Executive,8,Mumbai, Maharashtra
966,3954057476,iEnergizer,Customer Service Representative - L2,Marketing,200,50402,Full-time,Associate,165,Pune, Maharashtra
967,3958298663,Google,"Advertising Solutions Architect, gTech",Marketing,50,21615,Full-time,Entry level,180,Bengaluru, Karnataka
968,3967855501,Shrinkcom Software Pvt. Ltd.,Business Development Executive,Marketing,50,105797,Contract,Associate,107,Indore, Madhya Pradesh
969,3954059215,Amazon,Brand Development Associate,Marketing,5000,914044,Full-time,Mid-Senior level,184,Bengaluru, Karnataka
970,3972119561,Ditto Insurance,Performance Marketing Executive,Marketing,10,80,Full-time,Full-time,150,Bangalore Urban, Karnataka
971,3965088191,Fulcro,Client Servicing Executive,Marketing,50,6375,Full-time,Full-time,103,Mumbai, Maharashtra
972,3958388654,Scatter,Client Services Executive,Marketing,10001,4390860,Full-time,Full-time,162,Mumbai, Maharashtra
973,3969788951,The Hiring Company,Campaign Associate,Marketing,50,243,Full-time,Full-time,37,Pune, Maharashtra
974,3973953021,Meesho,Graphic Design Lead,Marketing,50,905,Full-time,Full-time,18,Bengaluru, Karnataka
975,3940342302,Asteride Consulting,Sales And Marketing Specialist,Marketing,10001,832029,Full-time,Mid-Senior level,190,Hyderabad, Telangana
976,3961142281,CloudRedux,Creative Content Writer (Internship),Marketing,1000,205836,Full-time,Full-time,171,Pune, Maharashtra
977,3971986430,Goldman Sachs,Global Banking & Markets - Mergers & Acquisition - Analyst - Bengaluru,Marketing,200,35052,Full-time,Full-time,172,Bengaluru, Karnataka
978,3964337847,Metro Digital Media,Marketing Executive,Marketing,10000,174452,Full-time,Full-time,3,Kochi, Kerala
979,3975833118,DigiconiQ,Digital Marketing Specialist,Marketing,50,27093,Full-time,Full-time,44,Mysore, Karnataka
980,3975811274,Kantar,Senior Research Executive,Marketing,10,28,Full-time,Full-time,25,Gurgaon, Haryana
981,3975634542,apna,Digital Marketing Manager,Marketing,10001,614182,Full-time,Full-time,159,Thane, Maharashtra
982,3975176524,Mosaic Wellness,Ecommerce Marketing Executive,Marketing,50,11790,Full-time,Full-time,123,Thane, Maharashtra
983,3972144733,Huron,Growth Enablement Associate,Marketing,50,9273,Full-time,Full-time,143,Pune, Maharashtra
984,3970130699,Propacity,Performance Marketing Manager,Marketing,500,63652,Full-time,Associate,82,Pune, Maharashtra
985,3968821967,Socializare,Business Development Executive,Marketing,50,1898,Full-time,Full-time,106,Mumbai, Maharashtra
986,3968062410,Macquarie Group,Market Risk Associate,Marketing,50,545,On-site,Full-time,0,Gurugram, Haryana
987,3967630727,Superfone,Content Marketing Associate,Marketing,10,10344,Full-time,Full-time,176,Bengaluru, Karnataka
988,3965458261,Puffy,Marketing Specialist (Get a 30% salary increase & Pay 0% Tax in Dubai),Marketing,50,3438,Full-time,Full-time,18,Gurugram, Haryana
989,3965433208,HiVoco Content-Tech Studios,Media Sales Executive,Marketing,5000,114558,Full-time,Entry level,193,Vasant Vihar, Delhi
990,3959370047,AKV TECHNOLOGIES,Business Development Executive,Marketing,5000,490542,Full-time,Mid-Senior level,139,Bengaluru, Karnataka
991,3953507455,RAKESH TRADING PRIVATE LIMITED,Marketing Executive,Marketing,1000,59995,Full-time,Associate,164,Pune, Maharashtra
992,3941288455,Bombay Media,Social Media Manager,Marketing,200,7920,Full-time,Full-time,0,Mumbai, Maharashtra
993,3912865349,BRIK Partners,Business Development Executive,Marketing,50,725,Full-time,Entry level,0,Vadodara, Gujarat
994,3812848921,Mygate,Content Associate,Marketing,200,2077,Full-time,Entry level,0,Bengaluru, Karnataka
995,3979031987,Viacom18 Media Private Limited,"Senior Executive - Content Planning, JioCinema",Marketing,200,41665,Full-time,Executive,5,Mumbai, Maharashtra
996,3978685187,Market Xcel,Research Analyst,Marketing,10000,373084,Full-time,Entry level,0,Delhi, Gujarat
997,3974782037,Bombay Softwares,Bombay Softwares - Executive - Digital Marketing,Marketing,500,219324,Full-time,Entry level,70,Navi Mumbai, Maharashtra
998,3971161741,Daksha Design,SEO Executive,Marketing,10,3087,Full-time,Full-time,119,Bengaluru, Karnataka
,,,,Marketing,,,,,,,
